budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,release_year,return
0.0,47951,Koneko monogatari,2.500605,1986-06-27,0.0,The Adventures of Milo and Otis,6.7,54.0,,"['Adventure', 'Drama', 'Family']",Fuji Television Network,,,1986,0.0
0.0,43832,Only Angels Have Wings,2.611512,1939-05-15,0.0,Only Angels Have Wings,7.0,47.0,,"['Action', 'Adventure', 'Drama', 'Romance']",Columbia Pictures Corporation,,,1939,0.0
0.0,47697,Othello,2.698585,1951-11-27,0.0,Othello,6.5,35.0,,"['Drama', 'Romance']",Les Films Marceau,Mercury Productions,,1951,0.0
6000000.0,26522,A Soldier's Story,12.019262,1984-09-14,21821347.0,A Soldier's Story,6.2,54.0,,"['Drama', 'Mystery', 'War']",Columbia Pictures Corporation,Caldix,,1984,3.6368911666666666
340000.0,23761,Alice Sweet Alice,3.274172,1976-11-13,0.0,Alice Sweet Alice,6.4,58.0,,"['Horror', 'Mystery', 'Thriller']",Harristown Funding,,,1976,0.0
0.0,24097,Don't Look in the Basement,0.689278,1973-09-01,0.0,Don't Look in the Basement,5.2,19.0,,"['Horror', 'Thriller']",Camera 2 Productions,Century Films,,1973,0.0
0.0,42114,Nightmares,3.861469,1983-09-02,6670680.0,Nightmares,5.4,23.0,,"['Science Fiction', 'Horror']",Universal Pictures,,,1983,0.0
0.0,28295,I Saw What You Did,1.88974,1965-07-21,0.0,I Saw What You Did,5.8,11.0,,"['Horror', 'Mystery', 'Thriller']",William Castle Productions,,,1965,0.0
0.0,12105,Yellow Submarine,14.950187,1968-07-17,0.0,Yellow Submarine,7.1,114.0,,"['Animation', 'Fantasy', 'Music']",United Artists,Apple Corps,King Features Production,1968,0.0
1200000.0,24128,Stop Making Sense,2.359569,1984-11-16,4978922.0,Stop Making Sense,8.7,47.0,,"['Documentary', 'Music']",Talking Heads,Arnold Stiefel Company,,1984,4.149101666666667
17500000.0,9453,Caligola,11.157288,1979-01-21,23438120.0,Caligula,5.3,147.0,,"['Drama', 'History', 'Romance']",Penthouse Films International,Felix Cinematorgrafica,,1979,1.3393211428571428
560000.0,704,A Hard Day's Night,5.719266,1964-07-06,12299668.0,A Hard Day's Night,7.3,172.0,,"['Comedy', 'Music']",Proscenium Films,Walter Shenson Films,Maljack Productions,1964,21.963692857142856
1200000.0,24153,The Buddy Holly Story,2.017413,1978-05-18,14363400.0,The Buddy Holly Story,7.5,33.0,,['Drama'],Columbia Pictures,Innovisions,,1978,11.9695
9000000.0,11797,Fright Night,7.472509,1985-08-02,24922237.0,Fright Night,6.9,279.0,Fright Night Collection,['Horror'],Columbia Pictures,Delphi IV Productions,Vistar Films,1985,2.7691374444444445
0.0,18086,Fright Night Part 2,5.777858,1988-04-07,2983784.0,Fright Night Part 2,6.4,81.0,Fright Night Collection,"['Comedy', 'Horror']",Vista Organization,,,1988,0.0
0.0,17887,Barefoot in the Park,8.380744,1967-05-25,0.0,Barefoot in the Park,6.9,105.0,,"['Comedy', 'Romance']",Paramount Pictures,Hal Wallis Productions,Nancy Enterprises Inc. (I),1967,0.0
2000000.0,10669,Deliverance,8.476681,1972-07-30,46122355.0,Deliverance,7.2,441.0,,"['Drama', 'Adventure', 'Thriller']",Warner Bros.,Elmer Enterprises,,1972,23.0611775
11000000.0,11527,Excalibur,8.800455,1981-04-10,34967437.0,Excalibur,7.1,241.0,,"['Fantasy', 'Adventure']",Orion Pictures,Warner Bros.,,1981,3.178857909090909
0.0,40867,The Pajama Game,0.681871,1957-08-29,0.0,The Pajama Game,6.3,12.0,,"['Comedy', 'Music']",Warner Bros.,,,1957,0.0
5000000.0,11326,Tommy,6.335814,1975-03-19,34251525.0,Tommy,6.5,69.0,,"['Drama', 'Music']",Columbia Pictures,Hemdale Film,Robert Stigwood Organization (RSO),1975,6.850305
0.0,28377,Hell Night,3.682167,1981-08-28,0.0,Hell Night,5.6,32.0,,['Horror'],BLT Productions,Media Home Entertainment,,1981,0.0
15000000.0,10974,龍兄虎弟,7.278549,1986-08-16,0.0,Armour of God,6.8,111.0,Armour of God Collection,"['Adventure', 'Action', 'Comedy']",Jadran Film,Golden Harvest Company,Golden Way Films Ltd.,1986,0.0
0.0,42486,Napoleon and Samantha,0.832361,1972-07-05,0.0,Napoleon and Samantha,6.6,8.0,,"['Action', 'Adventure', 'Drama', 'Family']",,,,1972,0.0
0.0,60285,Alvarez Kelly,1.49303,1966-10-01,0.0,Alvarez Kelly,6.6,10.0,,"['Action', 'War', 'Western']",Columbia Pictures Corporation,,,1966,0.0
0.0,5622,E la nave va,1.715072,1983-10-06,0.0,And the Ship Sails On,7.0,22.0,,"['Comedy', 'Drama', 'Foreign', 'Music']",Gaumont,Rai 1,Societa Investimenti Milanese (S.I.M.),1983,0.0
0.0,42518,Gulliver's Travels,2.059715,1939-11-10,0.0,Gulliver's Travels,6.3,26.0,,"['Action', 'Adventure', 'Animation', 'Family']",Paramount Pictures,Fleischer Studios,,1939,0.0
7000000.0,29787,Monkey Shines,8.120652,1988-07-29,5344577.0,Monkey Shines,6.2,58.0,,"['Thriller', 'Drama', 'Horror', 'Science Fiction']",Orion Pictures,,,1988,0.763511
300000.0,9638,Phantasm,6.609336,1979-03-28,11988469.0,Phantasm,6.5,166.0,Phantasm Collection,"['Horror', 'Science Fiction']",AVCO Embassy Pictures,New Breed Productions,,1979,39.96156333333333
5000000.0,10576,Psycho II,6.370495,1983-06-03,34725000.0,Psycho II,6.0,128.0,Psycho Collection,"['Horror', 'Mystery', 'Thriller']",Universal Pictures,Oak,,1983,6.945
0.0,12662,Psycho III,6.345885,1986-06-27,14481606.0,Psycho III,5.4,79.0,Psycho Collection,"['Horror', 'Thriller']",Universal Pictures,,,1986,0.0
0.0,61369,Rain,0.577818,1932-10-12,0.0,Rain,5.1,8.0,,['Drama'],Feature Productions,,,1932,0.0
0.0,11712,椿三十郎,11.293611,1962-01-01,0.0,Sanjuro,7.8,122.0,,"['Drama', 'Action', 'Comedy']",Toho Company,,,1962,0.0
6200000.0,9346,Risky Business,6.505209,1983-08-05,63541777.0,Risky Business,6.4,340.0,,"['Comedy', 'Romance']","Geffen Company, The",,,1983,10.24867370967742
65000000.0,861,Total Recall,12.954444,1990-06-01,261317921.0,Total Recall,7.1,1745.0,,"['Action', 'Adventure', 'Science Fiction']",TriStar Pictures,Carolco Pictures,Carolco International N.V.,1990,4.020275707692308
0.0,14412,Body Heat,5.991482,1981-08-28,24058838.0,Body Heat,7.1,128.0,,"['Drama', 'Thriller', 'Crime', 'Romance']",Warner Bros.,The Ladd Company,,1981,0.0
6000000.0,9377,Ferris Bueller's Day Off,12.724645,1986-06-11,70136369.0,Ferris Bueller's Day Off,7.5,1340.0,,['Comedy'],Paramount Pictures,,,1986,11.689394833333333
6000000.0,11541,The Year of Living Dangerously,13.293569,1982-12-17,1317657.0,The Year of Living Dangerously,6.8,84.0,,"['War', 'Drama', 'Romance']",Metro-Goldwyn-Mayer (MGM),McElroy & McElroy,,1982,0.2196095
0.0,2457,Les Enfants du Paradis,5.353954,1945-03-15,0.0,Children of Paradise,7.9,79.0,,"['Drama', 'Romance']",Société Nouvelle Pathé Cinéma,,,1945,0.0
5500000.0,11901,High Plains Drifter,9.91087,1973-04-19,15700000.0,High Plains Drifter,7.4,284.0,,['Western'],Universal Pictures,Malpaso Productions,,1973,2.8545454545454545
1800000.0,4929,Hang 'em High,7.266576,1968-07-31,6800000.0,Hang 'em High,6.7,197.0,,['Western'],United Artists,,,1968,3.7777777777777777
0.0,85325,Citizen's Band,1.799462,1977-09-29,0.0,Citizen's Band,4.7,6.0,,['Comedy'],Paramount Pictures,,,1977,0.0
0.0,11230,醉拳,7.404755,1978-10-05,0.0,Drunken Master,7.2,178.0,Drunken Master Collection,"['Action', 'Comedy']",Seasonal Film Corporation,,,1978,0.0
750000.0,8416,Il conformista,9.931025,1970-10-21,0.0,The Conformist,7.6,129.0,,['Drama'],Paramount Pictures,Mars Films,Marianne Productions,1970,0.0
0.0,11054,Hairspray,6.453409,1988-02-16,0.0,Hairspray,6.6,102.0,,"['Comedy', 'Family', 'Music']",New Line Cinema,,,1988,0.0
0.0,851,Brief Encounter,5.408818,1945-11-24,0.0,Brief Encounter,7.6,123.0,,"['Drama', 'Romance']",Cineguild,,,1945,0.0
0.0,24453,The Razor's Edge,1.697455,1984-10-19,0.0,The Razor's Edge,6.9,16.0,,['Drama'],,,,1984,0.0
32000000.0,18254,Reds,5.463216,1981-12-25,40382659.0,Reds,7.1,70.0,,"['Drama', 'History']",Barclays Mercantile Industrial Finance,JRS Productions,,1981,1.26195809375
0.0,20123,Dom za vešanje,5.443964,1988-12-21,0.0,Time of the Gypsies,7.2,53.0,,"['Drama', 'Comedy', 'Crime', 'Fantasy']",Ljubavny Film,Kinema Sarajevo,Televizija Sarajevo,1988,0.0
0.0,16642,Days of Heaven,7.380825,1978-09-13,0.0,Days of Heaven,7.6,236.0,,"['Drama', 'Romance']",Paramount Pictures,,,1978,0.0
0.0,2593,Le Feu Follet,2.441347,1963-10-14,0.0,The Fire Within,7.4,38.0,,['Drama'],Nouvelles Éditions de Films (NEF),,,1963,0.0
0.0,42020,El amor brujo,0.185772,1986-03-23,0.0,El Amor Brujo,7.0,4.0,,,,,,1986,0.0
0.0,3086,The Lady Eve,8.35844,1941-02-25,0.0,The Lady Eve,7.5,74.0,,"['Comedy', 'Romance']",Paramount Pictures,,,1941,0.0
689665.0,16305,Sullivan's Travels,8.64244,1941-11-30,0.0,Sullivan's Travels,8.0,100.0,,"['Adventure', 'Comedy', 'Drama', 'Romance']",Paramount Pictures,,,1941,0.0
0.0,32255,The Palm Beach Story,3.926841,1942-11-07,0.0,The Palm Beach Story,7.3,46.0,,"['Comedy', 'Romance']",Paramount Pictures,,,1942,0.0
0.0,48797,Hombre mirando al sudeste,1.011919,1986-09-09,0.0,Man Facing Southeast,7.1,12.0,,"['Mystery', 'Science Fiction', 'Drama']",Cinequanon,Transeuropa S.A. Cinematografica,,1986,0.0
1250000.0,19997,Niagara,14.605464,1953-01-26,8500000.0,Niagara,6.7,84.0,,"['Crime', 'Drama', 'Thriller']",Twentieth Century Fox Film Corporation,,,1953,6.8
0.0,3767,Gilda,4.562074,1946-02-14,0.0,Gilda,7.6,113.0,,"['Drama', 'Romance', 'Thriller']",Columbia Pictures,,,1946,0.0
6000000.0,17352,South Pacific,2.747118,1958-03-18,36800000.0,South Pacific,6.3,29.0,,"['Music', 'Romance', 'War']",Twentieth Century Fox Film Corporation,Magna Theatre Corporation,South Pacific Enterprises,1958,6.133333333333334
4000000.0,535,Flashdance,9.888958,1983-04-14,92921203.0,Flashdance,6.1,313.0,,"['Drama', 'Music', 'Romance']",Paramount Pictures,,,1983,23.23030075
5400000.0,1654,The Dirty Dozen,15.640007,1967-06-15,45300000.0,The Dirty Dozen,7.5,309.0,The Dirty Dozen Collection,"['Action', 'Adventure', 'War']",Metro-Goldwyn-Mayer (MGM),Seven Arts Pictures,MKH,1967,8.38888888888889
0.0,31043,Mike's Murder,0.855695,1984-03-09,0.0,Mike's Murder,5.5,4.0,,"['Drama', 'Mystery', 'Thriller']",Warner Bros.,The Ladd Company,Skyewiay,1984,0.0
1500000.0,14831,Help!,10.045007,1965-07-29,0.0,Help!,6.5,85.0,,"['Comedy', 'Music']",Subafilms,,,1965,0.0
2500000.0,658,Goldfinger,13.78884,1964-09-17,124881062.0,Goldfinger,7.2,1005.0,James Bond Collection,"['Adventure', 'Action', 'Thriller']",United Artists,Eon Productions,Danjaq,1964,49.9524248
2000000.0,657,From Russia with Love,12.536729,1963-10-11,78898765.0,From Russia with Love,6.9,773.0,James Bond Collection,"['Action', 'Thriller', 'Adventure']",United Artists,Eon Productions,Danjaq,1963,39.4493825
950000.0,646,Dr. No,19.931606,1962-10-04,59600000.0,Dr. No,6.9,953.0,James Bond Collection,"['Adventure', 'Action', 'Thriller']",United Artists,Eon Productions,,1962,62.73684210526316
4500000.0,5689,The Blue Lagoon,11.578578,1980-07-05,58853106.0,The Blue Lagoon,5.8,422.0,The Blue Lagoon collection,"['Romance', 'Adventure', 'Drama']",Columbia Pictures Corporation,,,1980,13.078468
200000.0,391,Per un pugno di dollari,12.429704,1964-09-12,14500000.0,A Fistful of Dollars,7.6,909.0,The Man With No Name Collection,['Western'],United Artists,Constantin Film Produktion,Jolly Film,1964,72.5
0.0,65448,Penitentiary,0.232477,1979-12-01,0.0,Penitentiary,4.9,8.0,Penitenciaría - Colección,"['Action', 'Drama']",,,,1979,0.0
0.0,65452,Penitentiary II,0.004425,1982-04-02,0.0,Penitentiary II,3.0,1.0,Penitenciaría - Colección,"['Action', 'Thriller']",,,,1982,0.0
17000000.0,31650,Someone to Watch Over Me,3.50111,1987-10-09,10278549.0,Someone to Watch Over Me,5.8,38.0,,"['Crime', 'Drama', 'Romance', 'Thriller']",Columbia Pictures,,,1987,0.6046205294117647
463455.0,73575,Sparrows,0.445526,1926-05-14,966878.0,Sparrows,8.0,9.0,,['Drama'],Pickford Corporation,,,1926,2.086239224951721
0.0,42196,The Bad Seed,7.975238,1956-09-12,0.0,The Bad Seed,7.1,91.0,,"['Crime', 'Drama', 'Horror', 'Thriller']",Warner Bros.,,,1956,0.0
5000000.0,36819,Time Bandits,9.841623,1981-07-13,42365581.0,Time Bandits,6.6,255.0,,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",Handmade Films Ltd.,,,1981,8.4731162
0.0,42726,Un Homme et une femme,2.924112,1966-01-01,0.0,A Man and a Woman,7.2,33.0,,"['Drama', 'Romance']",Les Films 13,,,1966,0.0
7362000.0,9343,Fitzcarraldo,4.760938,1982-03-04,0.0,Fitzcarraldo,7.7,151.0,,"['Action', 'Adventure', 'Drama']",Werner Herzog Filmproduktion,Pro-ject Filmproduktion,Zweites Deutsches Fernsehen (ZDF),1982,0.0
0.0,16858,All That Jazz,5.632325,1979-12-20,37823676.0,All That Jazz,7.3,88.0,,"['Drama', 'Music']",Twentieth Century Fox Film Corporation,Columbia Pictures Corporation,,1979,0.0
0.0,42006,Hong gao liang,2.045228,1987-01-01,0.0,Red Sorghum,7.0,36.0,,"['Drama', 'War']",Xi'an Film Studio,,,1987,0.0
19000000.0,11562,Crimes and Misdemeanors,6.645295,1989-10-13,18254702.0,Crimes and Misdemeanors,7.4,201.0,,"['Comedy', 'Drama']",Orion Pictures,Jack Rollins & Charles H. Joffe Productions,,1989,0.9607737894736842
0.0,94857,Brother Can You Spare A Dime,0.037413,1975-08-06,0.0,Brother Can You Spare A Dime,6.0,1.0,,['Documentary'],Goodtimes Enterprises,,,1975,0.0
0.0,32043,The Guardian,7.444848,1990-04-27,17037887.0,The Guardian,5.3,32.0,,"['Drama', 'Horror', 'Mystery', 'Thriller']",Universal Pictures,,,1990,0.0
0.0,15247,The Ipcress File,7.336578,1965-03-18,0.0,The Ipcress File,6.8,84.0,Harry Palmer Collection,['Thriller'],The Rank Organisation,Lowndes Productions Limited,Steven S.A.,1965,0.0
0.0,29251,On Any Sunday,0.934156,1971-07-28,0.0,On Any Sunday,6.9,7.0,On Any Sunday Collection,['Documentary'],Monterey Films,Bruce Brown Films,,1971,0.0
13000000.0,5548,RoboCop,13.485583,1987-07-17,53000000.0,RoboCop,7.1,1494.0,RoboCop Collection,"['Action', 'Thriller', 'Science Fiction']",Orion Pictures,,,1987,4.076923076923077
35000000.0,5549,RoboCop 2,10.969876,1990-06-22,45681173.0,RoboCop 2,5.6,498.0,RoboCop Collection,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",Orion Pictures,,,1990,1.3051763714285713
70000000.0,856,Who Framed Roger Rabbit,16.78596,1988-06-21,329803958.0,Who Framed Roger Rabbit,7.2,1466.0,,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']",Amblin Entertainment,Silver Screen Partners III,Touchstone Pictures,1988,4.711485114285714
0.0,38772,Melvin and Howard,6.737435,1980-09-19,0.0,Melvin and Howard,6.8,18.0,,"['Comedy', 'Drama']",Universal Pictures,,,1980,0.0
28000000.0,699,For Your Eyes Only,9.765123,1981-06-23,195312802.0,For Your Eyes Only,6.3,497.0,James Bond Collection,"['Adventure', 'Action', 'Thriller']",United Artists,Eon Productions,,1981,6.975457214285714
32000000.0,709,Licence to Kill,11.137888,1989-07-07,156167015.0,Licence to Kill,5.9,549.0,James Bond Collection,"['Adventure', 'Action', 'Thriller']",Eon Productions,,,1989,4.88021921875
7000000.0,253,Live and Let Die,9.773768,1973-07-05,161777836.0,Live and Let Die,6.4,540.0,James Bond Collection,"['Adventure', 'Action', 'Thriller']",United Artists,Eon Productions,Danjaq,1973,23.111119428571428
0.0,13511,Rawhead Rex,3.497943,1986-10-01,0.0,Rawhead Rex,4.8,30.0,,['Horror'],,,,1986,0.0
5500000.0,660,Thunderball,10.517835,1965-12-16,141195658.0,Thunderball,6.5,572.0,James Bond Collection,"['Adventure', 'Action', 'Thriller']",Eon Productions,Metro-Goldwyn-Mayer (MGM),,1965,25.671937818181817
0.0,28145,"They Shoot Horses, Don't They?",4.904915,1969-12-10,0.0,"They Shoot Horses, Don't They?",7.4,51.0,,['Drama'],American Broadcasting Company (ABC),Palomar Pictures (I),,1969,0.0
0.0,51371,Battling Butler,1.09569,1926-09-19,0.0,Battling Butler,5.7,13.0,,"['Drama', 'Comedy']",Buster Keaton Productions,,,1926,0.0
2000000.0,18111,Bride of Re-Animator,8.244989,1989-10-01,0.0,Bride of Re-Animator,6.1,70.0,Re-Animator Collection,"['Comedy', 'Horror', 'Science Fiction']",Wild Street Pictures,,,1989,0.0
0.0,31361,Bustin' Loose,1.527771,1981-05-22,0.0,Bustin' Loose,5.7,15.0,,"['Adventure', 'Comedy']",Universal Pictures,Richard Pryor Productions,,1981,0.0
0.0,11223,Coma,5.617866,1978-01-06,0.0,Coma,6.4,88.0,,"['Thriller', 'Mystery', 'Drama']",Metro-Goldwyn-Mayer (MGM),,,1978,0.0
8000000.0,16281,Creepshow,10.434018,1982-11-12,21028755.0,Creepshow,6.7,228.0,Creepshow Collection,"['Horror', 'Comedy', 'Fantasy']",Warner Bros.,Creepshow Films Inc.,Laurel Entertainment Inc.,1982,2.628594375
3500000.0,16288,Creepshow 2,9.330087,1987-05-01,14000000.0,Creepshow 2,5.9,133.0,Creepshow Collection,['Horror'],New World Pictures,Laurel Entertainment Inc.,,1987,4.0
900000.0,1694,Re-Animator,9.867238,1985-10-18,2023414.0,Re-Animator,7.0,263.0,Re-Animator Collection,"['Science Fiction', 'Comedy', 'Horror']",Empire Pictures,,,1985,2.248237777777778
2500000.0,476,Drugstore Cowboy,8.026112,1989-09-09,4729352.0,Drugstore Cowboy,7.0,117.0,,"['Crime', 'Drama']",Avenue Pictures Productions,,,1989,1.8917408
0.0,13555,The Funhouse,3.99005,1981-03-13,0.0,The Funhouse,5.8,69.0,,['Horror'],Mace Neufeld Productions,,,1981,0.0
750000.0,961,The General,8.002953,1926-12-31,0.0,The General,8.0,240.0,,"['Action', 'Adventure', 'Comedy', 'Drama']",Buster Keaton Productions,Joseph M. Schenck Productions,,1926,0.0
483103.0,73969,My Best Girl,0.205671,1927-10-31,1027757.0,My Best Girl,8.0,2.0,,"['Drama', 'Comedy', 'Romance']",Mary Pickford Company,,,1927,2.1274076128693054
660000.0,24831,Piranha,16.038604,1978-08-03,0.0,Piranha,5.7,120.0,Piranha Collection,['Horror'],New World Pictures,,,1978,0.0
0.0,64963,Rough Night in Jericho,1.078688,1967-01-01,0.0,Rough Night in Jericho,7.3,5.0,,['Western'],Universal Pictures,,,1967,0.0
0.0,85160,Slaughterhouse,1.5568,1987-08-28,0.0,Slaughterhouse,5.3,12.0,,['Horror'],American Artists,,,1987,0.0
0.0,25560,The Taming of the Shrew,2.786435,1967-03-07,0.0,The Taming of the Shrew,6.9,35.0,,"['Comedy', 'Drama', 'Romance']",Columbia Pictures,,,1967,0.0
5000000.0,21610,Nighthawks,5.830675,1981-03-17,19905359.0,Nighthawks,6.4,87.0,,"['Action', 'Crime', 'Thriller']",Universal Pictures,Martin Poll Productions,The Production Company,1981,3.9810718
0.0,11878,用心棒,10.313688,1961-04-25,0.0,Yojimbo,8.0,334.0,,"['Drama', 'Thriller']",Toho Company,,,1961,0.0
0.0,11510,Repossessed,11.966566,1990-09-14,1382462.0,Repossessed,4.5,44.0,,"['Comedy', 'Horror']",Seven Arts Productions,Carolco Pictures,,1990,0.0
0.0,11234,The Omega Man,6.445639,1971-08-01,0.0,The Omega Man,6.0,147.0,,"['Action', 'Science Fiction', 'Thriller']",Walter Seltzer Productions,,,1971,0.0
22700000.0,957,Spaceballs,9.10373,1987-06-24,38119483.0,Spaceballs,6.7,924.0,,"['Comedy', 'Science Fiction']",Brooksfilms Ltd.,Metro-Goldwyn-Mayer (MGM),,1987,1.6792723788546255
15000000.0,11886,Robin Hood,11.179855,1973-11-08,32056467.0,Robin Hood,7.0,1155.0,,"['Animation', 'Family']",Walt Disney Productions,,,1973,2.1370978
0.0,37853,Mister Roberts,2.593458,1955-07-13,0.0,Mister Roberts,7.3,43.0,Mister Roberts Collection,"['Comedy', 'Drama', 'Family', 'War']",Warner Bros.,,,1955,0.0
12000000.0,62204,La Guerre du feu,8.341166,1981-12-15,55260558.0,Quest for Fire,7.2,111.0,,"['Adventure', 'Drama']",Belstar Productions,Stéphan Films,,1981,4.6050465
15000000.0,11040,Little Big Man,8.186994,1970-12-14,31559552.0,Little Big Man,7.5,128.0,,"['Adventure', 'Western', 'History']",Cinema Center Films,Stockbridge-Hiller Productions,,1970,2.103970133333333
0.0,21849,A Face in the Crowd,6.656685,1957-10-17,0.0,A Face in the Crowd,7.4,48.0,,['Drama'],Newtown Productions,Warner Bros.,,1957,0.0
40600000.0,1621,Trading Places,14.285052,1983-06-07,90400000.0,Trading Places,7.1,763.0,,['Comedy'],Paramount Pictures,Cinema Group Ventures,,1983,2.226600985221675
0.0,14035,Meatballs,6.613063,1979-06-28,0.0,Meatballs,5.9,79.0,Meatballs Collection,['Comedy'],Canadian Film Development Corporation (CFDC),Famous Players,,1979,0.0
0.0,40771,Meatballs Part II,1.475532,1984-07-27,0.0,Meatballs Part II,3.5,13.0,Meatballs Collection,['Comedy'],TriStar Pictures,Space Productions,,1984,0.0
0.0,40772,Meatballs III: Summer Job,1.667607,1986-10-26,0.0,Meatballs III: Summer Job,4.4,14.0,Meatballs Collection,['Comedy'],Cinépix,Dalco,,1986,0.0
0.0,276635,Experience Preferred...But Not Essential,0.122181,1982-12-22,822.0,Experience Preferred...But Not Essential,7.5,2.0,,['Comedy'],Channel Four Films,Goldcrest Films International,Enigma Productions,1982,0.0
20000000.0,47941,Under the Rainbow,0.69162,1981-07-31,2297493.0,Under the Rainbow,4.9,7.0,,['Comedy'],,,,1981,0.11487465
0.0,29048,How I Won the War,1.494833,1967-10-23,0.0,How I Won the War,5.6,10.0,,"['Comedy', 'War']",,,,1967,0.0
0.0,37426,The Ape,0.691803,1940-09-30,0.0,The Ape,5.3,6.0,,"['Drama', 'Horror', 'Science Fiction']",Monogram Pictures,,,1940,0.0
0.0,51787,British Intelligence,0.233318,1940-01-29,0.0,British Intelligence,5.8,5.0,,"['Action', 'Adventure']",Warner Bros.,,,1940,0.0
0.0,13485,Holiday Inn,8.258968,1942-08-04,0.0,Holiday Inn,7.1,55.0,,"['Comedy', 'Drama', 'Music', 'Romance']",Paramount Pictures,,,1942,0.0
10000000.0,9289,The Longest Day,10.770928,1962-09-25,50100000.0,The Longest Day,7.3,237.0,,"['Action', 'Drama', 'History', 'War']",Twentieth Century Fox Film Corporation,Darryl F. Zanuck Productions,,1962,5.01
25485000.0,11165,Tora! Tora! Tora!,7.262326,1970-01-26,29548291.0,Tora! Tora! Tora!,6.9,150.0,,"['History', 'Action', 'Drama', 'Adventure', 'War']",Twentieth Century Fox Film Corporation,,,1970,1.1594385324700804
700000.0,4203,Mujeres al borde de un ataque de nervios,5.470331,1988-03-14,7179298.0,Women on the Verge of a Nervous Breakdown,7.6,149.0,,"['Comedy', 'Drama']",El Deseo,,,1988,10.25614
16000000.0,24226,The Verdict,9.596883,1982-12-08,53977250.0,The Verdict,7.4,132.0,,['Drama'],Twentieth Century Fox Film Corporation,,,1982,3.373578125
0.0,88875,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,0.473593,1972-12-20,0.0,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,6.9,12.0,,['Drama'],Twentieth Century Fox Film Corporation,Newman-Foreman Company,,1972,0.0
0.0,11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,7.778445,1984-08-15,0.0,The Adventures of Buckaroo Banzai Across the 8th Dimension,6.3,103.0,,"['Comedy', 'Science Fiction']",Sherwood Productions,,,1984,0.0
0.0,29154,Stand and Deliver,5.355761,1988-03-11,13994920.0,Stand and Deliver,7.3,60.0,,['Drama'],Warner Bros.,,,1988,0.0
0.0,2039,Moonstruck,12.877291,1987-12-18,80640528.0,Moonstruck,6.7,173.0,,"['Comedy', 'Drama', 'Romance']",Metro-Goldwyn-Mayer (MGM),Star Partners,,1987,0.0
0.0,77915,The Sandpiper,1.198796,1965-06-23,0.0,The Sandpiper,5.7,16.0,,"['Drama', 'Romance']",Filmways Pictures,Metro-Goldwyn-Mayer (MGM),Venice Productions,1965,0.0
0.0,11943,Jeremiah Johnson,4.711031,1972-09-10,0.0,Jeremiah Johnson,7.5,126.0,,"['Adventure', 'Western']",Warner Bros.,Sanford Productions (III),,1972,0.0
300000.0,11481,Repulsion,6.825852,1965-06-01,0.0,Repulsion,7.5,218.0,,"['Drama', 'Horror', 'Thriller']",Compton Films,Tekli British Productions,The Criterion Collection,1965,0.0
0.0,2690,Irma la Douce,5.967967,1963-06-04,0.0,Irma la Douce,7.1,74.0,,"['Comedy', 'Romance']",The Mirisch Corporation,Phalanx Productions,,1963,0.0
0.0,77010,La morte vivante,1.605782,1982-10-23,0.0,The Living Dead Girl,6.0,18.0,,['Horror'],Films A.B.C.,Les Films du Yaka,Les Films Aleriaz,1982,0.0
0.0,25898,Babes in Toyland,7.768271,1934-12-14,0.0,Babes in Toyland,6.6,28.0,,['Comedy'],Metro-Goldwyn-Mayer (MGM),,,1934,0.0
0.0,9647,Scrooged,11.465634,1988-11-22,60328000.0,Scrooged,6.7,395.0,,"['Fantasy', 'Comedy', 'Drama']",Paramount Pictures,,,1988,0.0
0.0,11787,Harvey,5.306185,1950-10-13,0.0,Harvey,7.7,159.0,,"['Comedy', 'Drama']",Universal International Pictures (UI),,,1950,0.0
133000.0,5156,Ladri di biciclette,13.233136,1948-11-24,361712.0,Bicycle Thieves,8.0,404.0,,['Drama'],Produzioni De Sica,,,1948,2.719639097744361
4000000.0,24276,Matewan,3.350126,1987-08-28,1680358.0,Matewan,7.2,33.0,,['Drama'],,,,1987,0.4200895
0.0,11953,影武者,6.206807,1980-04-26,0.0,Kagemusha,7.7,135.0,,"['Action', 'Drama', 'History', 'War']",Toho Company,,,1980,0.0
0.0,44662,忠臣蔵 花の巻・雪の巻,5.127806,1962-11-03,0.0,47 Samurai,7.1,20.0,,"['History', 'Drama', 'Action']",Toho Company,,,1962,0.0
0.0,29005,McCabe & Mrs. Miller,5.442081,1971-06-24,0.0,McCabe & Mrs. Miller,7.3,82.0,,['Western'],Warner Bros.,,,1971,0.0
0.0,26371,Maurice,5.778465,1987-09-18,0.0,Maurice,7.1,62.0,,"['Drama', 'Romance']",Merchant Ivory Productions,Film Four International,,1987,0.0
750000.0,596,The Grapes of Wrath,9.668636,1940-03-15,0.0,The Grapes of Wrath,7.8,211.0,,['Drama'],Twentieth Century Fox Film Corporation,,,1940,0.0
