budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,release_year,return
1300000.0,103,Taxi Driver,14.092713,1976-02-07,28262574.0,Taxi Driver,8.1,2632.0,,"['Crime', 'Drama']",Columbia Pictures Corporation,Italo/Judeo Productions,Bill/Phillips,1976,21.74044153846154
0.0,649,Belle de jour,10.142662,1967-05-24,0.0,Belle de Jour,7.3,163.0,,"['Drama', 'Romance']",Paris Films Productions,Five Films,Robert et Raymond Hakim,1967,0.0
0.0,5967,Les parapluies de Cherbourg,8.133881,1964-02-19,0.0,The Umbrellas of Cherbourg,7.6,119.0,,"['Drama', 'Romance']",Beta Film,Madeleine Films,Parc Film,1964,0.0
11000000.0,11,Star Wars,42.149697,1977-05-25,775398007.0,Star Wars,8.1,6778.0,Star Wars Collection,"['Adventure', 'Action', 'Science Fiction']",Lucasfilm,Twentieth Century Fox Film Corporation,,1977,70.49072790909091
45000.0,315,"Faster, Pussycat! Kill! Kill!",4.220541,1965-08-06,0.0,"Faster, Pussycat! Kill! Kill!",6.5,59.0,,"['Action', 'Crime']",Eve Productions Inc.,,,1965,0.0
0.0,5879,愛のコリーダ,8.932494,1976-05-15,0.0,In the Realm of the Senses,6.5,112.0,,"['Drama', 'Romance']",Argos Films,Oshima Productions,Shibata Organisation,1976,0.0
28000000.0,78,Blade Runner,96.272374,1982-06-25,33139618.0,Blade Runner,7.9,3833.0,Blade Runner Collection,"['Science Fiction', 'Drama', 'Thriller']",Shaw Brothers,Warner Bros.,The Ladd Company,1982,1.1835577857142856
0.0,33367,Harem,1.825468,1985-11-20,0.0,Harem,4.0,4.0,,"['History', 'Drama', 'Romance']",,,,1985,0.0
18000000.0,771,Home Alone,0.702543,1990-11-09,476684675.0,Home Alone,7.1,2487.0,Home Alone Collection,"['Comedy', 'Family']",Twentieth Century Fox Film Corporation,Hughes Entertainment,,1990,26.482481944444444
22000000.0,251,Ghost,11.945397,1990-07-12,505000000.0,Ghost,6.9,1381.0,,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",Paramount Pictures,,,1990,22.954545454545453
22000000.0,581,Dances with Wolves,11.654349,1990-11-09,424208848.0,Dances with Wolves,7.6,1084.0,,"['Adventure', 'Drama', 'Western']",Tig Productions,Majestic Films International,,1990,19.282220363636362
35000000.0,268,Batman,19.10673,1989-06-23,411348924.0,Batman,7.0,2145.0,Batman Collection,"['Fantasy', 'Action']",PolyGram Filmed Entertainment,The Guber-Peters Company,Warner Bros.,1989,11.7528264
1488423.0,408,Snow White and the Seven Dwarfs,16.263878,1937-12-20,184925486.0,Snow White and the Seven Dwarfs,6.9,1973.0,,"['Fantasy', 'Animation', 'Family']",Walt Disney Productions,,,1937,124.24256142239135
2600000.0,10895,Pinocchio,14.202284,1940-02-23,84300000.0,Pinocchio,6.9,1412.0,,"['Animation', 'Family']",RKO Radio Pictures,Walt Disney Productions,,1940,32.42307692307692
14000000.0,114,Pretty Woman,13.348451,1990-03-23,463000000.0,Pretty Woman,7.0,1807.0,,"['Romance', 'Comedy']",Touchstone Pictures,Silver Screen Partners IV,,1990,33.07142857142857
6244087.0,576,The Wild Bunch,11.722424,1969-06-17,638641.0,The Wild Bunch,7.7,266.0,,"['Adventure', 'Western']",Warner Brothers/Seven Arts,,,1969,0.10227932442325034
9300000.0,11827,Heavy Metal,7.640073,1981-08-07,0.0,Heavy Metal,6.3,150.0,Heavy Metal Collection,"['Animation', 'Science Fiction']",Canadian Film Development Corporation (CFDC),,,1981,0.0
0.0,51242,Pane e cioccolata,1.306628,1974-05-05,0.0,Bread and Chocolate,7.1,10.0,,"['Comedy', 'Foreign']",,,,1974,0.0
4000000.0,10112,The Aristocats,9.834047,1970-12-23,55675257.0,The Aristocats,7.1,1287.0,,"['Animation', 'Comedy', 'Family', 'Adventure']",Walt Disney Productions,,,1970,13.91881425
0.0,44281,Asfour Stah,1.983301,1990-01-01,0.0,Halfaouine: Boy of the Terraces,7.4,5.0,,"['Comedy', 'Drama']",Cinétéléfilms,France Média,Les Films du Scarabée,1990,0.0
0.0,10363,Plein soleil,3.804493,1960-03-10,0.0,Purple Noon,7.3,73.0,,"['Crime', 'Drama', 'Thriller']",Titanus,Paris Film,Robert et Raymond Hakim,1960,0.0
0.0,5801,পথের পাঁচালী,3.900709,1955-08-26,536364.0,Pather Panchali,7.9,63.0,The Apu Collection,['Drama'],Government of West Bengal,,,1955,0.0
0.0,896,অপুর সংসার,2.381806,1959-05-01,16000.0,The World of Apu,8.2,40.0,The Apu Collection,['Drama'],Satyajit Ray Productions,,,1959,0.0
9000000.0,8069,Barbarella,14.304205,1968-10-10,2500000.0,Barbarella,5.7,149.0,,['Science Fiction'],Paramount Pictures,Dino de Laurentiis Cinematografica,Marianne Productions,1968,0.2777777777777778
220000.0,8072,"Alphaville, une étrange aventure de Lemmy Caution",4.658149,1965-05-05,0.0,Alphaville,6.8,100.0,Lemmy Caution Collection,"['Drama', 'Science Fiction', 'Mystery']",Filmstudio,Athos Films,Chaumiane,1965,0.0
0.0,35797,Coup de torchon,2.272213,1981-11-04,0.0,Coup de Torchon,6.8,21.0,,['Drama'],Films A2,Les Films de la Tour,Little Bear,1981,0.0
0.0,83857,Windows,0.400023,1980-01-18,0.0,Windows,5.8,9.0,,"['Horror', 'Drama', 'Thriller']",Mike Lobell Productions,,,1980,0.0
275000.0,753,Faces,7.918418,1968-11-24,0.0,Faces,7.1,36.0,,['Drama'],Maurice McEndree Productions,Walter Reade Organization Inc.,Faces International Films,1968,0.0
31000000.0,12233,Oliver & Company,10.813579,1988-11-18,74151346.0,Oliver & Company,6.5,372.0,,"['Animation', 'Comedy', 'Family']",Walt Disney Pictures,Silver Screen Partners III,,1988,2.3919789032258065
0.0,52633,Switchblade Sisters,6.035166,1975-01-05,0.0,Switchblade Sisters,6.6,27.0,,"['Action', 'Crime', 'Drama']",Centaur Pictures Inc.,,,1975,0.0
0.0,26744,Force of Evil,4.386329,1948-12-25,0.0,Force of Evil,6.6,33.0,,"['Drama', 'Action', 'Crime']",Enterprise Productions,Roberts Pictures Inc.,,1948,0.0
0.0,245268,The Man from Down Under,0.068254,1943-08-04,0.0,The Man from Down Under,0.0,0.0,,"['Drama', 'War']",Metro-Goldwyn-Mayer (MGM),,,1943,0.0
1800000.0,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,1964-01-29,9440272.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0,,"['Drama', 'Comedy', 'War']",Hawk Films,Columbia Pictures Corporation,,1964,5.244595555555556
0.0,110465,Kim,1.048075,1950-12-07,0.0,Kim,7.0,5.0,,"['Family', 'Adventure']",Metro-Goldwyn-Mayer (MGM),,,1950,0.0
0.0,202425,La vie est belle,0.514363,1987-11-17,0.0,Life is Rosy,6.5,2.0,,"['Music', 'Romance']",Stéphan Films,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Sol'oeil Films,1987,0.0
0.0,77771,Touki-Bouki,0.043903,1973-07-01,0.0,Touki Bouki,7.3,10.0,"Martin Scorsese’s World Cinema Project, Vol. 1","['Drama', 'Romance']",Studio Kankourama,Cinegrit,,1973,0.0
0.0,181083,Wend Kuuni,0.049573,1982-01-01,0.0,God's Gift,5.0,1.0,,['Drama'],Direction du Cinema Haute Volta,,,1982,0.0
0.0,41225,Histoires extraordinaires,1.794298,1968-05-16,0.0,Spirits of the Dead,5.5,24.0,,"['Drama', 'Mystery', 'Horror']",Cocinor,Les Films Marceau,Produzioni Europee Associati (PEA),1968,0.0
0.0,123763,"Yo, la peor de todas",0.202495,1990-08-09,0.0,"I, the Worst of All",6.8,3.0,,"['Drama', 'Foreign']",GEA Cinematográfica,,,1990,0.0
0.0,42005,"Hol volt, hol nem volt",0.043125,1987-01-01,0.0,A Hungarian Fairy Tale,0.0,0.0,,,,,,1987,0.0
0.0,44495,A Very Natural Thing,0.147662,1974-01-01,0.0,A Very Natural Thing,6.3,3.0,,['Drama'],,,,1974,0.0
0.0,35206,La mort en ce jardin,1.116063,1956-09-21,0.0,Death in the Garden,7.4,8.0,,"['Adventure', 'Drama']",Producciones Tepeyac,Dismage,,1956,0.0
0.0,4837,La Collectionneuse,1.683348,1967-03-02,0.0,La Collectionneuse,6.5,25.0,,"['Drama', 'Comedy', 'Romance']",Rome Paris Films,Les Films du Losange,,1967,0.0
0.0,31417,Les Yeux sans visage,9.935891,1960-01-11,0.0,Eyes Without a Face,7.5,130.0,,"['Drama', 'Horror', 'Thriller']",Lux Film,Champs-Élysées Productions,,1960,0.0
0.0,116690,楢山節考,0.969254,1958-06-01,0.0,The Ballad of Narayama,6.4,12.0,,['Drama'],Shochiku Company,,,1958,0.0
0.0,213917,Un week-end sur deux,0.629807,1990-08-28,0.0,Every Other Weekend,6.0,2.0,,['Drama'],MK2 Production,,,1990,0.0
0.0,100914,Wuya yu maque,0.036478,1949-01-01,0.0,Crows and Sparrows,5.0,1.0,,,,,,1949,0.0
6000000.0,238,The Godfather,41.109264,1972-03-14,245066411.0,The Godfather,8.5,6024.0,The Godfather Collection,"['Drama', 'Crime']",Paramount Pictures,Alfran Productions,,1972,40.844401833333336
0.0,132641,Tsuma,0.096079,1953-04-29,0.0,Wife,0.0,0.0,,['Drama'],Toho Company,,,1953,0.0
0.0,37820,Death in Brunswick,0.913987,1990-11-08,0.0,Death in Brunswick,6.1,7.0,,['Drama'],Australian Film Finance Corporation (AFFC),Film Victoria,Meridian Films,1990,0.0
0.0,10232,Schatten der Engel,0.364246,1976-01-31,0.0,Shadow of Angels,4.0,2.0,,['Drama'],Albatros Produktion,,,1976,0.0
0.0,253632,Baton Rouge,0.437895,1988-10-08,0.0,Baton Rouge,0.0,0.0,,['Thriller'],,,,1988,0.0
0.0,43596,Liebelei,0.472479,1933-03-10,0.0,Liebelei,6.3,8.0,,"['Drama', 'Romance']",Elite-Tonfilm-Produktion GmbH,,,1933,0.0
3000000.0,27854,For Whom the Bell Tolls,14.373861,1943-07-12,0.0,For Whom the Bell Tolls,6.1,41.0,,"['Drama', 'History', 'Romance', 'Thriller']",Paramount Pictures,,,1943,0.0
0.0,981,The Philadelphia Story,8.888069,1940-12-05,0.0,The Philadelphia Story,7.7,196.0,,"['Comedy', 'Romance']",Metro-Goldwyn-Mayer (MGM),,,1940,0.0
2540800.0,872,Singin' in the Rain,11.064858,1952-04-10,7200000.0,Singin' in the Rain,7.9,747.0,,"['Comedy', 'Music', 'Romance']",Metro-Goldwyn-Mayer (MGM),,,1952,2.8337531486146097
2723903.0,2769,An American in Paris,5.565203,1951-08-08,4500000.0,An American in Paris,6.9,133.0,,"['Drama', 'Comedy', 'Music', 'Romance']",Loew's,Metro-Goldwyn-Mayer (MGM),,1951,1.6520412070473875
0.0,13320,Funny Face,5.461487,1957-02-13,0.0,Funny Face,7.0,162.0,,"['Music', 'Comedy', 'Romance']",Paramount Pictures,,,1957,0.0
2500000.0,164,Breakfast at Tiffany's,10.879289,1961-10-05,9500000.0,Breakfast at Tiffany's,7.6,1082.0,,"['Comedy', 'Drama', 'Romance']",Paramount Pictures,Jurow-Shepherd,,1961,3.8
2479000.0,426,Vertigo,18.20822,1958-05-09,28000000.0,Vertigo,8.0,1162.0,,"['Mystery', 'Romance', 'Thriller']",Paramount Pictures,Alfred J. Hitchcock Productions,,1958,11.294876966518757
1000000.0,567,Rear Window,17.911314,1954-08-01,36764313.0,Rear Window,8.2,1531.0,,"['Drama', 'Mystery', 'Thriller']",Paramount Pictures,,,1954,36.764313
325000.0,3078,It Happened One Night,6.465257,1934-02-22,4500000.0,It Happened One Night,7.7,283.0,,"['Comedy', 'Romance']",Columbia Pictures Corporation,,,1934,13.846153846153847
2068000.0,13528,Gaslight,14.545058,1944-05-04,0.0,Gaslight,7.2,73.0,,"['Drama', 'Mystery', 'Thriller', 'Crime']",Metro-Goldwyn-Mayer (MGM),,,1944,0.0
520000.0,28288,The Gay Divorcee,2.863935,1934-10-12,0.0,The Gay Divorcee,7.2,17.0,,"['Comedy', 'Music', 'Romance']",RKO Radio Pictures,,,1934,0.0
4000000.0,213,North by Northwest,12.410427,1959-07-07,13275000.0,North by Northwest,7.8,1062.0,,"['Mystery', 'Thriller']",Metro-Goldwyn-Mayer (MGM),,,1959,3.31875
3000000.0,284,The Apartment,11.994281,1960-06-15,25000000.0,The Apartment,8.1,498.0,,"['Comedy', 'Drama', 'Romance']",United Artists,The Mirisch Company,,1960,8.333333333333334
2883848.0,239,Some Like It Hot,11.845107,1959-03-18,25000000.0,Some Like It Hot,8.0,835.0,,"['Comedy', 'Romance']",The Mirisch Corporation,Ashton Productions,,1959,8.668972844615944
4000000.0,4808,Charade,7.098731,1963-12-05,13474588.0,Charade,7.7,351.0,,"['Comedy', 'Mystery', 'Romance', 'Thriller']",Universal Pictures,,,1963,3.368647
878000.0,289,Casablanca,13.916101,1942-11-26,10462500.0,Casablanca,7.9,1462.0,,"['Drama', 'Romance']",Warner Bros.,,,1942,11.916287015945331
375000.0,963,The Maltese Falcon,5.782544,1941-11-18,1000000.0,The Maltese Falcon,7.8,435.0,,"['Mystery', 'Crime', 'Thriller']",Warner Bros.,,,1941,2.6666666666666665
17000000.0,11113,My Fair Lady,12.494394,1964-10-21,72070731.0,My Fair Lady,7.4,361.0,,"['Drama', 'Family', 'Music', 'Romance']",Warner Bros.,,,1964,4.239454764705882
2238813.0,6620,Sabrina,7.359741,1954-09-28,10000000.0,Sabrina,7.4,284.0,,"['Comedy', 'Drama', 'Romance']",Paramount Pictures,,,1954,4.466652641377372
1500000.0,804,Roman Holiday,11.954806,1953-09-02,12000000.0,Roman Holiday,7.8,502.0,,"['Comedy', 'Romance']",Paramount Pictures,,,1953,8.0
0.0,26531,The Little Princess,5.640722,1939-03-17,0.0,The Little Princess,7.0,22.0,,"['Drama', 'Comedy', 'Family']",Twentieth Century Fox Film Corporation,,,1939,0.0
0.0,909,Meet Me in St. Louis,7.331511,1944-11-23,0.0,Meet Me in St. Louis,6.8,66.0,,"['Comedy', 'Music', 'Romance']",Loew's,Metro-Goldwyn-Mayer (MGM),,1944,0.0
2777000.0,630,The Wizard of Oz,22.064932,1939-08-15,33754967.0,The Wizard of Oz,7.4,1689.0,,"['Adventure', 'Family', 'Fantasy']",Loew's Incorporated,,,1939,12.15519157364062
4000000.0,770,Gone with the Wind,14.240357,1939-12-15,400176459.0,Gone with the Wind,7.7,995.0,,"['Drama', 'Romance', 'War']",Selznick International Pictures,Metro-Goldwyn-Mayer (MGM),,1939,100.04411475
0.0,31044,My Favorite Year,2.923672,1982-10-01,0.0,My Favorite Year,7.1,35.0,,"['Comedy', 'Drama']",Brooksfilms,Metro-Goldwyn-Mayer (MGM),,1982,0.0
1752000.0,599,Sunset Boulevard,11.709777,1950-08-10,5000000.0,Sunset Boulevard,8.2,533.0,,['Drama'],Paramount Pictures,,,1950,2.853881278538813
839727.0,15,Citizen Kane,15.811921,1941-04-30,23217674.0,Citizen Kane,8.0,1244.0,,"['Mystery', 'Drama']",RKO Radio Pictures,Mercury Productions,,1941,27.649074044302495
10500000.0,62,2001: A Space Odyssey,22.494622,1968-04-10,68700000.0,2001: A Space Odyssey,7.9,3075.0,The Space Odyssey Series,"['Science Fiction', 'Mystery', 'Adventure']",Stanley Kubrick Productions,Metro-Goldwyn-Mayer (MGM),,1968,6.542857142857143
0.0,121357,Golden Earrings,0.949155,1947-08-27,0.0,Golden Earrings,4.8,3.0,,"['Adventure', 'Romance']",Paramount Pictures,,,1947,0.0
1400000.0,705,All About Eve,12.06308,1950-11-09,63463.0,All About Eve,8.0,367.0,,['Drama'],Twentieth Century Fox Film Corporation,,,1950,0.04533071428571429
1688000.0,22490,The Women,5.076649,1939-01-01,2270000.0,The Women,6.4,26.0,,"['Comedy', 'Drama']",Metro-Goldwyn-Mayer (MGM),,,1939,1.34478672985782
1288000.0,223,Rebecca,8.590813,1940-04-12,6000000.0,Rebecca,7.7,346.0,,"['Drama', 'Mystery']",Selznick International Pictures,,,1940,4.658385093167702
0.0,25670,Foreign Correspondent,9.955445,1940-08-16,0.0,Foreign Correspondent,7.0,86.0,,"['Mystery', 'Thriller', 'War']",United Artists,Walter Wanger Productions,,1940,0.0
2000000.0,303,Notorious,10.135111,1946-08-15,24464742.0,Notorious,7.8,345.0,,"['Thriller', 'Drama', 'Romance']",RKO Radio Pictures,,,1946,12.232371
1500000.0,4174,Spellbound,5.47596,1945-12-28,7000000.0,Spellbound,7.3,166.0,,"['Drama', 'Mystery', 'Thriller']",Selznick International Pictures,,,1945,4.666666666666667
0.0,8356,An Affair to Remember,9.813419,1957-07-11,0.0,An Affair to Remember,7.1,101.0,,"['Drama', 'Romance']",Twentieth Century Fox Film Corporation,Jerry Wald Productions,,1957,0.0
2500000.0,381,To Catch a Thief,5.490505,1955-08-03,8750000.0,To Catch a Thief,7.1,299.0,,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Paramount Pictures,,,1955,3.5
0.0,20758,Father of the Bride,2.469167,1950-06-16,0.0,Father of the Bride,6.6,43.0,,"['Comedy', 'Drama', 'Family', 'Romance']",Metro-Goldwyn-Mayer (MGM),,,1950,0.0
0.0,29376,The Band Wagon,3.573935,1953-08-07,0.0,The Band Wagon,7.1,46.0,,"['Comedy', 'Music']",Metro-Goldwyn-Mayer (MGM),,,1953,0.0
1365000.0,1859,Ninotchka,5.120036,1939-10-06,2279000.0,Ninotchka,7.3,77.0,,"['Comedy', 'Romance']",Metro-Goldwyn-Mayer (MGM),,,1939,1.6695970695970697
0.0,18299,Love in the Afternoon,8.196679,1957-06-30,0.0,Love in the Afternoon,7.3,55.0,,"['Comedy', 'Drama', 'Romance']",Allied Artists Pictures,,,1957,0.0
0.0,17281,Gigi,10.36311,1958-04-15,0.0,Gigi,6.1,68.0,,"['Comedy', 'Music', 'Romance']",Metro-Goldwyn-Mayer (MGM),Arthur Freed Production,,1958,0.0
0.0,64382,The Reluctant Debutante,1.954175,1958-01-01,0.0,The Reluctant Debutante,6.6,11.0,,"['Comedy', 'Romance']",Metro-Goldwyn-Mayer (MGM),,,1958,0.0
2033000.0,10907,The Adventures of Robin Hood,10.685036,1938-05-13,3981000.0,The Adventures of Robin Hood,7.6,170.0,,"['Action', 'Adventure', 'Romance']",Warner Bros.,,,1938,1.958189867191343
0.0,32093,The Mark of Zorro,7.431939,1940-11-08,0.0,The Mark of Zorro,7.1,39.0,,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']",Twentieth Century Fox Film Corporation,,,1940,0.0
1020000.0,1939,Laura,9.884516,1944-10-11,2000000.0,Laura,7.6,173.0,,"['Drama', 'Mystery']",Twentieth Century Fox Film Corporation,,,1944,1.9607843137254901
0.0,22292,The Ghost and Mrs. Muir,3.008607,1947-06-26,0.0,The Ghost and Mrs. Muir,7.3,59.0,,"['Fantasy', 'Romance', 'Mystery']",Twentieth Century Fox Film Corporation,,,1947,0.0
4000000.0,3598,Lost Horizon,3.166544,1937-09-01,0.0,Lost Horizon,6.8,42.0,,"['Adventure', 'Fantasy', 'Drama', 'Mystery']",Columbia Pictures Corporation,,,1937,0.0
609000.0,3080,Top Hat,7.122093,1935-09-06,3202000.0,Top Hat,7.4,62.0,,"['Comedy', 'Music', 'Romance']",RKO Radio Pictures,,,1935,5.257799671592775
0.0,198,To Be or Not to Be,7.274948,1942-03-05,0.0,To Be or Not to Be,7.7,119.0,,"['Comedy', 'War']",United Artists,,,1942,0.0
0.0,13562,My Man Godfrey,5.480098,1936-09-17,0.0,My Man Godfrey,7.7,69.0,,"['Comedy', 'Romance']",Universal Pictures,,,1936,0.0
5400000.0,1712,Giant,10.864284,1956-10-10,35000000.0,Giant,7.5,169.0,,"['Action', 'Drama', 'Western']",Warner Bros.,,,1956,6.481481481481482
1.0,220,East of Eden,6.42883,1955-03-09,5.0,East of Eden,7.5,163.0,,['Drama'],Warner Bros.,,,1955,5.0
226408.0,3529,The Thin Man,10.573867,1934-05-25,1423000.0,The Thin Man,7.4,97.0,The Thin Man Collection,"['Comedy', 'Crime', 'Mystery']",Metro-Goldwyn-Mayer (MGM),,,1934,6.285113600226141
0.0,3085,His Girl Friday,9.88321,1940-01-18,0.0,His Girl Friday,7.5,171.0,,"['Comedy', 'Drama']",Columbia Pictures,,,1940,0.0
6000000.0,2897,Around the World in Eighty Days,6.164226,1956-10-17,42000000.0,Around the World in Eighty Days,6.5,85.0,,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",Michael Todd Company,,,1956,7.0
3180000.0,1585,It's a Wonderful Life,15.031588,1946-12-20,9644124.0,It's a Wonderful Life,8.0,1103.0,,"['Drama', 'Family', 'Fantasy']",RKO Radio Pictures,Liberty Films (II),,1946,3.032743396226415
1500000.0,3083,Mr. Smith Goes to Washington,8.168694,1939-10-19,9600000.0,Mr. Smith Goes to Washington,7.9,245.0,,"['Comedy', 'Drama']",Columbia Pictures,,,1939,6.4
1073000.0,900,Bringing Up Baby,6.60577,1938-02-18,0.0,Bringing Up Baby,7.6,201.0,,"['Comedy', 'Romance']",RKO Radio Pictures,,,1938,0.0
0.0,43795,Penny Serenade,2.446972,1941-04-24,0.0,Penny Serenade,6.4,23.0,,"['Drama', 'Romance']",Columbia Pictures Corporation,,,1941,0.0
0.0,85638,The Scarlet Letter,0.284522,1926-08-09,0.0,The Scarlet Letter,8.3,4.0,,['Drama'],Metro-Goldwyn-Mayer (MGM),,,1926,0.0
0.0,50001,Lady of Burlesque,0.264695,1943-06-01,0.0,Lady of Burlesque,5.0,7.0,,"['Comedy', 'Thriller', 'Mystery', 'Romance']",Hunt Stromberg Productions,,,1943,0.0
0.0,43905,Of Human Bondage,1.831221,1934-07-20,0.0,Of Human Bondage,6.4,26.0,,['Drama'],RKO Radio Pictures,,,1934,0.0
0.0,22688,Angel on My Shoulder,0.594433,1946-09-20,0.0,Angel on My Shoulder,5.7,6.0,,"['Comedy', 'Fantasy', 'Romance']",Premier Productions,,,1946,0.0
0.0,23114,Little Lord Fauntleroy,4.709847,1936-03-06,0.0,Little Lord Fauntleroy,6.6,13.0,,"['Drama', 'Family']",Selznick International Pictures,,,1936,0.0
0.0,26378,They Made Me a Criminal,1.758391,1939-01-28,0.0,They Made Me a Criminal,5.6,8.0,,"['Thriller', 'Crime', 'Drama', 'Mystery']",Warner Bros.,,,1939,0.0
0.0,40206,The Inspector General,0.896505,1949-12-31,0.0,The Inspector General,6.2,17.0,,"['Comedy', 'Music', 'Romance']",Warner Bros.,,,1949,0.0
0.0,22356,Angel and the Badman,8.08426,1947-02-15,0.0,Angel and the Badman,6.6,27.0,,"['Romance', 'Western']",Republic Pictures,,,1947,0.0
0.0,260,The 39 Steps,5.865697,1935-06-01,0.0,The 39 Steps,7.4,217.0,,"['Action', 'Thriller', 'Mystery']",Gaumont British Picture Corporation,The Criterion Collection,,1935,0.0
0.0,43488,A Walk in the Sun,8.85591,1945-12-25,0.0,A Walk in the Sun,5.2,14.0,,"['War', 'Drama']",Superior Pictures,Lewis Milestone Productions,,1945,0.0
0.0,22613,The Outlaw,1.450989,1943-02-05,0.0,The Outlaw,4.9,16.0,,"['Action', 'Adventure', 'Western']",Howard Hughes Productions,,,1943,0.0
114000.0,10331,Night of the Living Dead,14.384198,1968-10-01,30000000.0,Night of the Living Dead,7.5,591.0,Living Dead Collection,['Horror'],Laurel Group,Off Color Films,Image Ten,1968,263.1578947368421
1300000.0,488,The African Queen,6.636872,1951-12-03,10750000.0,The African Queen,7.4,232.0,,"['Adventure', 'War', 'Romance']",United Artists,Independent Film Distributors,Romulus Films,1951,8.26923076923077
1000000.0,22733,Beat the Devil,2.001733,1953-11-24,0.0,Beat the Devil,6.2,31.0,,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",Santana Pictures Corporation,Romulus Films,Rizzoli-Haggiag,1953,0.0
3000000.0,261,Cat on a Hot Tin Roof,11.794846,1958-02-17,17570324.0,Cat on a Hot Tin Roof,7.6,168.0,,"['Drama', 'Romance']",Avon Production,Metro-Goldwyn-Mayer (MGM),,1958,5.8567746666666665
0.0,57575,The Last Time I Saw Paris,0.912955,1954-01-01,105.0,The Last Time I Saw Paris,5.1,9.0,,"['Romance', 'Drama']",Metro-Goldwyn-Mayer (MGM),,,1954,0.0
0.0,32574,Meet John Doe,10.750619,1941-03-12,0.0,Meet John Doe,7.3,52.0,,"['Drama', 'Comedy', 'Romance']",Warner Bros.,Frank Capra Productions,,1941,0.0
0.0,22657,Algiers,0.348765,1938-06-28,0.0,Algiers,5.8,6.0,,"['Drama', 'Action', 'Mystery', 'Romance']",United Artists,Walter Wagner Productions,,1938,0.0
0.0,76464,Something to Sing About,0.367546,1937-09-30,0.0,Something to Sing About,3.8,2.0,,['Comedy'],Grand National Pictures,Zion Meyers Productions,,1937,0.0
4.0,22649,A Farewell to Arms,1.914697,1932-12-08,25.0,A Farewell to Arms,6.2,29.0,,"['Drama', 'Romance', 'War']",Paramount Pictures,,,1932,6.25
0.0,176841,Moonlight Murder,0.283269,1936-03-27,0.0,Moonlight Murder,6.0,1.0,,"['Music', 'Mystery']",Metro-Goldwyn-Mayer (MGM),,,1936,0.0
0.0,39448,Huang jia shi jie,1.060097,1985-01-01,0.0,"Yes, Madam",7.4,11.0,In the Line of Duty Collection,"['Action', 'Foreign']",D & B Films Co. Ltd.,,,1985,0.0
0.0,39940,Picnic,8.500509,1955-11-18,0.0,Picnic,6.7,19.0,,"['Drama', 'Romance']",Columbia Pictures Corporation,,,1955,0.0
0.0,25739,L'associé,0.000308,1979-08-22,0.0,L'associé,6.0,3.0,,['Comedy'],,,,1979,0.0
0.0,18660,The Apple Dumpling Gang,4.040945,1975-07-01,0.0,The Apple Dumpling Gang,6.6,34.0,The Apple Dumpling Gang Collection,"['Comedy', 'Family']",Walt Disney Productions,,,1975,0.0
0.0,35115,"Davy Crockett, King of the Wild Frontier",5.497359,1955-05-25,0.0,"Davy Crockett, King of the Wild Frontier",5.9,14.0,Davy Crockett Collection,"['Action', 'Adventure', 'Family', 'Western']",Walt Disney Productions,,,1955,0.0
0.0,14821,Escape to Witch Mountain,7.151691,1975-03-21,20000000.0,Escape to Witch Mountain,6.5,60.0,Witch Mountain Collection,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",Walt Disney Productions,,,1975,0.0
0.0,14136,The Love Bug,10.091707,1968-12-22,0.0,The Love Bug,6.0,126.0,Herbie Collection,"['Comedy', 'Family', 'Fantasy']",Walt Disney Productions,,,1968,0.0
0.0,10869,Herbie Rides Again,4.914603,1974-02-14,0.0,Herbie Rides Again,5.9,77.0,Herbie Collection,"['Romance', 'Comedy', 'Family', 'Fantasy']",Walt Disney Pictures,,,1974,0.0
0.0,22660,Old Yeller,12.887829,1957-12-25,0.0,Old Yeller,7.0,68.0,,"['Adventure', 'Drama', 'Western']",Walt Disney Productions,,,1957,0.0
0.0,19186,The Parent Trap,5.807074,1961-06-12,0.0,The Parent Trap,6.8,92.0,Parent Trap Collection,"['Comedy', 'Family']",Walt Disney Pictures,,,1961,0.0
0.0,31102,Pollyanna,3.254308,1960-05-19,0.0,Pollyanna,6.9,50.0,,['Adventure'],Walt Disney Productions,,,1960,0.0
0.0,15944,The Shaggy Dog,3.404213,1959-03-19,0.0,The Shaggy Dog,6.2,22.0,The Shaggy Dog Collection,"['Comedy', 'Family']",Walt Disney Productions,,,1959,0.0
0.0,18444,Swiss Family Robinson,4.623089,1960-12-21,0.0,Swiss Family Robinson,7.0,88.0,,"['Adventure', 'Family']",Walt Disney Productions,,,1960,0.0
